Authors,Title,Year,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address, ,article #,First Author Affiliation,first_region,first_income,Corr. Author Affiliation,,Include paper? (Y or N),"If No, why (e.g. correction, review, simulated data, previously published)",Data Country 1 (leave blank if none),Region1,Income1,Data Country 2,Data Country 3,Data Country 4,Data Country 5,Data Country 6,Data Country 7,Data Country 8,Data Country 9,Your name
"Horton K.G., Gregory Shriver W., Buler J.J.",An assessment of spatio-temporal relationships between nocturnal bird migration traffic rates and diurnal bird stopover density,2015,10.1186/s40462-015-0066-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995597153&doi=10.1186%2fs40462-015-0066-1&partnerID=40&md5=ceff02eb36049cb556109ab8ff79114a,"Department of Entomology and Wildlife Ecology, University of Delaware, 531 South College Avenue, Newark, DE  19716, United States; Department of Biology, University of Oklahoma, Norman, OK, United States; Oklahoma Biological Survey, University of Oklahoma, Norman, OK, United States; Advanced Radar Research Center, University of Oklahoma, Norman, OK, United States","Horton, K.G., Department of Entomology and Wildlife Ecology, University of Delaware, 531 South College Avenue, Newark, DE  19716, United States, Department of Biology, University of Oklahoma, Norman, OK, United States, Oklahoma Biological Survey, University of Oklahoma, Norman, OK, United States, Advanced Radar Research Center, University of Oklahoma, Norman, OK, United States; Gregory Shriver, W., Department of Entomology and Wildlife Ecology, University of Delaware, 531 South College Avenue, Newark, DE  19716, United States; Buler, J.J., Department of Entomology and Wildlife Ecology, University of Delaware, 531 South College Avenue, Newark, DE  19716, United States","Horton, K.G.; Department of Entomology and Wildlife Ecology, 531 South College Avenue, United States; email: hortonkg@ou.edu", ,53,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Sandra Binning
"Mäkeläinen S., de Knegt H.J., Ovaskainen O., Hanski I.K.",Home-range use patterns and movements of the Siberian flying squirrel in urban forests: Effects of habitat composition and connectivity,2015,10.1186/s40462-016-0071-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996914236&doi=10.1186%2fs40462-016-0071-z&partnerID=40&md5=c64b1cfb02a9bea6e984f8c4ac665507,"Finnish Museum of Natural History LUOMUS, University of Helsinki, P. O. Box 17 (P. Rautatiekatu 13), Helsinki, FI-00014, Finland; Department of Biosciences, University of Helsinki, P. O. Box 65 (Viikinkaari 1), Helsinki, FI-00014, Finland; Resource Ecology Group, Wageningen University, Droevendaalsesteeg 3a, Wageningen, 6708 PB, Netherlands","Mäkeläinen, S., Finnish Museum of Natural History LUOMUS, University of Helsinki, P. O. Box 17 (P. Rautatiekatu 13), Helsinki, FI-00014, Finland; de Knegt, H.J., Department of Biosciences, University of Helsinki, P. O. Box 65 (Viikinkaari 1), Helsinki, FI-00014, Finland, Resource Ecology Group, Wageningen University, Droevendaalsesteeg 3a, Wageningen, 6708 PB, Netherlands; Ovaskainen, O., Department of Biosciences, University of Helsinki, P. O. Box 65 (Viikinkaari 1), Helsinki, FI-00014, Finland; Hanski, I.K., Finnish Museum of Natural History LUOMUS, University of Helsinki, P. O. Box 17 (P. Rautatiekatu 13), Helsinki, FI-00014, Finland","Mäkeläinen, S.; Finnish Museum of Natural History LUOMUS, P. O. Box 17 (P. Rautatiekatu 13), Finland; email: sanna.makelainen@helsinki.fi", ,54,Finland,Europe_Central_Asia,High,Finland,,Y,,Finland,Europe_Central_Asia,High,,,,,,,,,Sandra Binning
"Buchin K., Sijben S., van Loon E.E., Sapir N., Mercier S., Arseneau T.J.M., Willems E.P.",Deriving movement properties and the effect of the environment from the Brownian bridge movement model in monkeys and birds,2015,10.1186/s40462-015-0043-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997123830&doi=10.1186%2fs40462-015-0043-8&partnerID=40&md5=39606f5537aa3e85ed714f6007951de6,"Department of Mathematics and Computer Science, Technical University Eindhoven, Eindhoven, Netherlands; Faculty of Mathematics, Ruhr-Universität Bochum, Bochum, Germany; Computational Geo-Ecology, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, Netherlands; Department of Evolutionary and Environmental Biology, The University of Haifa, Haifa, Israel; Institut de Biologie, Université de Neuchâtel, Neuchâtel, Switzerland; Anthropological Institute and Museum, University of Zurich, Zurich, Switzerland","Buchin, K., Department of Mathematics and Computer Science, Technical University Eindhoven, Eindhoven, Netherlands; Sijben, S., Faculty of Mathematics, Ruhr-Universität Bochum, Bochum, Germany; van Loon, E.E., Computational Geo-Ecology, Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, Netherlands; Sapir, N., Department of Evolutionary and Environmental Biology, The University of Haifa, Haifa, Israel; Mercier, S., Institut de Biologie, Université de Neuchâtel, Neuchâtel, Switzerland; Arseneau, T.J.M., Anthropological Institute and Museum, University of Zurich, Zurich, Switzerland; Willems, E.P., Anthropological Institute and Museum, University of Zurich, Zurich, Switzerland","Buchin, K.; Department of Mathematics and Computer Science, Netherlands; email: k.a.buchin@tue.nl", ,55,Netherlands,Europe_Central_Asia,High,Netherlands,,Y,,South Africa,Sub-Saharan_Africa,Upper_Middle,Israel,,,,,,,,Sandra Binning
"Orben R.A., Paredes R., Roby D.D., Irons D.B., Shaffer S.A.",Wintering North Pacific black-legged kittiwakes balance spatial flexibility and consistency,2015,10.1186/s40462-015-0059-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998850494&doi=10.1186%2fs40462-015-0059-0&partnerID=40&md5=3c1921ef90b2c35f2b1e4641b98707d0,"Department of Ocean Sciences, Long Marine Lab, University of California Santa Cruz, Santa Cruz, CA  95060, United States; Department of Fisheries and Wildlife, Oregon State University, Hatfield Marine Science Center, 2030 SE Marine Science Dr., Newport, OR  97365, United States; Department of Fisheries and Wildlife, Oregon State University, 104 Nash Hall, Corvallis, OR  97331-3803, United States; US Geological Survey-Oregon Cooperative Fish and Wildlife Research Unit, Oregon State University, 104 Nash Hall, Corvallis, OR  97331-3803, United States; U.S. Fish and Wildlife Service, 1011 East Tudor Road, MS 341, Anchorage, AK  99503, United States; Department of Biological Sciences, San Jose State University, One Washington Square, San Jose, CA  95192-0100, United States; Institute of Marine Sciences, Long Marine Lab, University of California Santa CruzCA  95060, United States","Orben, R.A., Department of Ocean Sciences, Long Marine Lab, University of California Santa Cruz, Santa Cruz, CA  95060, United States, Department of Fisheries and Wildlife, Oregon State University, Hatfield Marine Science Center, 2030 SE Marine Science Dr., Newport, OR  97365, United States; Paredes, R., Department of Fisheries and Wildlife, Oregon State University, 104 Nash Hall, Corvallis, OR  97331-3803, United States; Roby, D.D., US Geological Survey-Oregon Cooperative Fish and Wildlife Research Unit, Oregon State University, 104 Nash Hall, Corvallis, OR  97331-3803, United States; Irons, D.B., U.S. Fish and Wildlife Service, 1011 East Tudor Road, MS 341, Anchorage, AK  99503, United States; Shaffer, S.A., Department of Biological Sciences, San Jose State University, One Washington Square, San Jose, CA  95192-0100, United States, Institute of Marine Sciences, Long Marine Lab, University of California Santa CruzCA  95060, United States","Orben, R.A.; Department of Ocean Sciences, United States; email: raorben@gmail.com", ,56,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Sandra Binning
"Curtice C., Johnston D.W., Ducklow H., Gales N., Halpin P.N., Friedlaender A.S.",Modeling the spatial and temporal dynamics of foraging movements of humpback whales (Megaptera novaeangliae) in the Western Antarctic Peninsula,2015,10.1186/s40462-015-0041-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006589986&doi=10.1186%2fs40462-015-0041-x&partnerID=40&md5=b28d7cf43ed8a2f0fc2603b94cc08f63,"Marine Geospatial Ecology Lab, Nicholas School of the Environment, Duke University Marine Laboratory, Beaufort, NC  28516, United States; Division of Marine Science and Conservation, Nicholas School of the Environment, Duke University Marine Laboratory, Beaufort, NC  28516, United States; Lamont Doherty Earth Observatory, Columbia University, Palisades, NY  10964, United States; Australian Antarctic Division, Kingston, TAS, Australia; Marine Geospatial Ecology Lab, Nicholas School of the Environment, Duke University, Durham, NC  27708, United States; Marine Mammal Institute, Hatfield Marine Science Center, Oregon State University, Newport, OR  97365, United States","Curtice, C., Marine Geospatial Ecology Lab, Nicholas School of the Environment, Duke University Marine Laboratory, Beaufort, NC  28516, United States; Johnston, D.W., Division of Marine Science and Conservation, Nicholas School of the Environment, Duke University Marine Laboratory, Beaufort, NC  28516, United States; Ducklow, H., Lamont Doherty Earth Observatory, Columbia University, Palisades, NY  10964, United States; Gales, N., Australian Antarctic Division, Kingston, TAS, Australia; Halpin, P.N., Marine Geospatial Ecology Lab, Nicholas School of the Environment, Duke University, Durham, NC  27708, United States; Friedlaender, A.S., Division of Marine Science and Conservation, Nicholas School of the Environment, Duke University Marine Laboratory, Beaufort, NC  28516, United States, Marine Mammal Institute, Hatfield Marine Science Center, Oregon State University, Newport, OR  97365, United States","Curtice, C.; Marine Geospatial Ecology Lab, United States; email: corrie.curtice@duke.edu", ,57,United States,North_America,High,United States,,Y,,Antarctica,Antarctica,High,,,,,,,,,Sandra Binning
"Oksanen S.M., Niemi M., Ahola M.P., Kunnasranta M.",Identifying foraging habitats of Baltic ringed seals using movement data,2015,10.1186/s40462-015-0058-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007515772&doi=10.1186%2fs40462-015-0058-1&partnerID=40&md5=f43f3503ba323641c964fc3ee9332586,"Department of Biology, University of Eastern Finland, PO Box 111, Joensuu, FI-80101, Finland; The Natural Resources Institute Finland, Itäinen Pitkäkatu 3, Turku, FI-20520, Finland","Oksanen, S.M., Department of Biology, University of Eastern Finland, PO Box 111, Joensuu, FI-80101, Finland; Niemi, M., Department of Biology, University of Eastern Finland, PO Box 111, Joensuu, FI-80101, Finland; Ahola, M.P., The Natural Resources Institute Finland, Itäinen Pitkäkatu 3, Turku, FI-20520, Finland; Kunnasranta, M., Department of Biology, University of Eastern Finland, PO Box 111, Joensuu, FI-80101, Finland","Oksanen, S.M.; Department of Biology, PO Box 111, Finland; email: sari.oksanen@uef.fi", ,58,Finland,Europe_Central_Asia,High,Finland,,Y,,Finland,Europe_Central_Asia,High,,,,,,,,,Sandra Binning
"Baker L.L., Flemming J.E.M., Jonsen I.D., Lidgard D.C., Iverson S.J., Bowen W.D.",A novel approach to quantifying the spatiotemporal behavior of instrumented grey seals used to sample the environment,2015,10.1186/s40462-015-0047-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008660252&doi=10.1186%2fs40462-015-0047-4&partnerID=40&md5=80baa9c7f7ca119cb8c6cc608b2d1660,"Department of Biology, Dalhousie University, Halifax, B3H 4R2, Canada; Department of Mathematics and Statistics, Dalhousie University, Halifax, B3H 4R2, Canada; Department of Biological Sciences, Macquarie University, North Ryde, Sydney, 2109, Australia; Population Ecology Division, Bedford Institute of Oceanography, Department of Fisheries and Oceans, Dartmouth, B2Y 4A2, Canada","Baker, L.L., Department of Biology, Dalhousie University, Halifax, B3H 4R2, Canada; Flemming, J.E.M., Department of Mathematics and Statistics, Dalhousie University, Halifax, B3H 4R2, Canada; Jonsen, I.D., Department of Biological Sciences, Macquarie University, North Ryde, Sydney, 2109, Australia; Lidgard, D.C., Department of Biology, Dalhousie University, Halifax, B3H 4R2, Canada; Iverson, S.J., Department of Biology, Dalhousie University, Halifax, B3H 4R2, Canada; Bowen, W.D., Population Ecology Division, Bedford Institute of Oceanography, Department of Fisheries and Oceans, Dartmouth, B2Y 4A2, Canada","Baker, L.L.; Department of Biology, Canada; email: Laurie.Baker@dal.ca", ,59,Canada,North_America,High,Canada,,Y,,Canada ,North_America,High,,,,,,,,,Sandra Binning
"Catlin D.H., Zeigler S.L., Brown M.B., Dinan L.R., Fraser J.D., Hunt K.L., Jorgensen J.G.",Metapopulation viability of an endangered shorebird depends on dispersal and human-created habitats: Piping plovers (Charadrius melodus) and prairie rivers,2015,10.1186/s40462-016-0072-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009951331&doi=10.1186%2fs40462-016-0072-y&partnerID=40&md5=f4755725ab5678c754e4658247c29987,"Department of Fish and Wildlife Conservation, Virginia Tech, Blacksburg, VA  24061, United States; U.S. Geological Survey, Woods Hole Coastal and Marine Science Center, Woods HoleMA  02543, United States; School of Natural Resources, University of Nebraska, Lincoln, NE  68583, United States; Nongame Bird Program, Nebraska Game and Parks Commission, Lincoln, NE  68503, United States","Catlin, D.H., Department of Fish and Wildlife Conservation, Virginia Tech, Blacksburg, VA  24061, United States; Zeigler, S.L., U.S. Geological Survey, Woods Hole Coastal and Marine Science Center, Woods HoleMA  02543, United States; Brown, M.B., School of Natural Resources, University of Nebraska, Lincoln, NE  68583, United States; Dinan, L.R., Nongame Bird Program, Nebraska Game and Parks Commission, Lincoln, NE  68503, United States; Fraser, J.D., Department of Fish and Wildlife Conservation, Virginia Tech, Blacksburg, VA  24061, United States; Hunt, K.L., Department of Fish and Wildlife Conservation, Virginia Tech, Blacksburg, VA  24061, United States; Jorgensen, J.G., Nongame Bird Program, Nebraska Game and Parks Commission, Lincoln, NE  68503, United States","Zeigler, S.L.; U.S. Geological Survey, Woods Hole, United States; email: szeigler@usgs.gov", ,60,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Sandra Binning
"Seidel D.P., Boyce M.S.",Patch-use dynamics by a large herbivore,2015,10.1186/s40462-015-0035-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010055350&doi=10.1186%2fs40462-015-0035-8&partnerID=40&md5=9630e1e3a0e5bb46eb2a733f6d750da9,"Department of Biological Sciences, University of Alberta, Edmonton, AB  T6G 2E9, Canada","Seidel, D.P., Department of Biological Sciences, University of Alberta, Edmonton, AB  T6G 2E9, Canada; Boyce, M.S., Department of Biological Sciences, University of Alberta, Edmonton, AB  T6G 2E9, Canada","Seidel, D.P.; Department of Biological Sciences, Canada; email: dpseidel@ualberta.ca", ,61,Canada,North_America,High,Canada,,Y,,Canada ,North_America,High,,,,,,,,,Sandra Binning
"Long J.A., Webb S.L., Nelson T.A., Gee K.L.",Mapping areas of spatial-temporal overlap from wildlife tracking data,2015,10.1186/s40462-015-0064-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010262500&doi=10.1186%2fs40462-015-0064-3&partnerID=40&md5=fc160c7759a9c5b3a2cbbea0461c60ec,"School of Geography and Geosciences, University of St Andrews, Irvine Building, North Street, St Andrews, Fife, KY16 9AL, United Kingdom; The Samuel Roberts Noble Foundation, 2510 Sam Noble Parkway, Ardmore, OK, United States; Spatial Pattern Analysis and Research Laboratory, Department of Geography, University of Victoria, Victoria, BC, Canada; Oaks and Prairies Joint Venture, Gene Autry,OK, 73401, United States","Long, J.A., School of Geography and Geosciences, University of St Andrews, Irvine Building, North Street, St Andrews, Fife, KY16 9AL, United Kingdom; Webb, S.L., The Samuel Roberts Noble Foundation, 2510 Sam Noble Parkway, Ardmore, OK, United States; Nelson, T.A., Spatial Pattern Analysis and Research Laboratory, Department of Geography, University of Victoria, Victoria, BC, Canada; Gee, K.L., Oaks and Prairies Joint Venture, Gene Autry,OK, 73401, United States","Long, J.A.; School of Geography and Geosciences, Irvine Building, North Street, United Kingdom; email: jed.long@st-andrews.ac.uk", ,62,United Kingdom,Europe_Central_Asia,High,United Kingdom,,Y,,United States,North_America,High,,,,,,,,,Sandra Binning
"Wang Y., Nickel B., Rutishauser M., Bryce C.M., Williams T.M., Elkaim G., Wilmers C.C.","Movement, resting, and attack behaviors of wild pumas are revealed by tri-axial accelerometer measurements",2015,10.1186/s40462-015-0030-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011102613&doi=10.1186%2fs40462-015-0030-0&partnerID=40&md5=88d50dc4fa86f96b80bc797a6490b47f,"Environmental Studies Department, Center for Integrated Spatial Research, University of California, 1156 High Street, Santa Cruz, CA  95064, United States; Wildlife Computers, 8345 154th Ave. NE, Redmond, WA  98052, United States; Ecology and Evolutionary Biology Department, University of California, 1156 High Street, Santa Cruz, CA  95064, United States; Computer Engineering Department, Autonomous Systems Lab, University of California, 1156 High Street, Santa Cruz, CA  95064, United States","Wang, Y., Environmental Studies Department, Center for Integrated Spatial Research, University of California, 1156 High Street, Santa Cruz, CA  95064, United States; Nickel, B., Environmental Studies Department, Center for Integrated Spatial Research, University of California, 1156 High Street, Santa Cruz, CA  95064, United States; Rutishauser, M., Wildlife Computers, 8345 154th Ave. NE, Redmond, WA  98052, United States; Bryce, C.M., Ecology and Evolutionary Biology Department, University of California, 1156 High Street, Santa Cruz, CA  95064, United States; Williams, T.M., Ecology and Evolutionary Biology Department, University of California, 1156 High Street, Santa Cruz, CA  95064, United States; Elkaim, G., Computer Engineering Department, Autonomous Systems Lab, University of California, 1156 High Street, Santa Cruz, CA  95064, United States; Wilmers, C.C., Environmental Studies Department, Center for Integrated Spatial Research, University of California, 1156 High Street, Santa Cruz, CA  95064, United States","Wang, Y.; Environmental Studies Department, 1156 High Street, United States", ,63,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Arne Hegemann
"McEvoy J.F., Roshier D.A., Ribot R.F.H., Bennett A.T.D.","Proximate cues to phases of movement in a highly dispersive waterfowl, Anas superciliosa",2015,10.1186/s40462-015-0048-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011275096&doi=10.1186%2fs40462-015-0048-3&partnerID=40&md5=8df4e13f7e490b845c9905c05f0cc166,"Centre for Integrative Ecology, Deakin University, Locked Bag 20000, Geelong, VIC  3220, Australia; Zoology, School of Environmental and Rural Science, University of New England, Armidale, NSW  2351, Australia; Australian Wildlife Conservancy, PO Box 6621Halifax Street, Adelaide, SA  5000, Australia","McEvoy, J.F., Centre for Integrative Ecology, Deakin University, Locked Bag 20000, Geelong, VIC  3220, Australia, Zoology, School of Environmental and Rural Science, University of New England, Armidale, NSW  2351, Australia; Roshier, D.A., Australian Wildlife Conservancy, PO Box 6621Halifax Street, Adelaide, SA  5000, Australia; Ribot, R.F.H., Centre for Integrative Ecology, Deakin University, Locked Bag 20000, Geelong, VIC  3220, Australia; Bennett, A.T.D., Centre for Integrative Ecology, Deakin University, Locked Bag 20000, Geelong, VIC  3220, Australia","McEvoy, J.F.; Centre for Integrative Ecology, Locked Bag 20000, Australia; email: jmcevoy4@une.edu.au", ,64,Australia,East_Asia_Pacific,High,Australia,,Y,,Australia,East_Asia_Pacific,High,,,,,,,,,Arne Hegemann
"Johnson C., Piel A.K., Forman D., Stewart F.A., King A.J.",The ecological determinants of baboon troop movements at local and continental scales,2015,10.1186/s40462-015-0040-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011335856&doi=10.1186%2fs40462-015-0040-y&partnerID=40&md5=396b7469c05669551bc571ef535f77d9,"Department of Biosciences, College of Science, Swansea University, Swansea, United Kingdom; Division of Biological Anthropology, Department of Archaeology and Anthropology, University of Cambridge, Cambridge, United Kingdom","Johnson, C., Department of Biosciences, College of Science, Swansea University, Swansea, United Kingdom; Piel, A.K., Division of Biological Anthropology, Department of Archaeology and Anthropology, University of Cambridge, Cambridge, United Kingdom; Forman, D., Department of Biosciences, College of Science, Swansea University, Swansea, United Kingdom; Stewart, F.A., Division of Biological Anthropology, Department of Archaeology and Anthropology, University of Cambridge, Cambridge, United Kingdom; King, A.J., Department of Biosciences, College of Science, Swansea University, Swansea, United Kingdom","Johnson, C.; Department of Biosciences, United Kingdom; email: caspianjohnson@gmail.com", ,65,United Kingdom,Europe_Central_Asia,High,United Kingdom,,N,meta analysis,,,,,,,,,,,,Arne Hegemann
"Rakhimberdiev E., Winkler D.W., Bridge E., Seavy N.E., Sheldon D., Piersma T., Saveliev A.",A hidden Markov model for reconstructing animal paths from solar geolocation loggers using templates for light intensity,2015,10.1186/s40462-015-0062-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013614245&doi=10.1186%2fs40462-015-0062-5&partnerID=40&md5=a4b3e30fe6de094387d726d61e763790,"Department of Ecology and Evolutionary Biology, Laboratory of Ornithology, Cornell University, Ithaca, 14853, United States; Department of Marine Ecology, NIOZ Royal Netherlands Institute for Sea Research, PO Box 59, Den Burg, 1790 AB, Netherlands; Department of Vertebrate Zoology, Biological Faculty, Lomonosov Moscow State University, Moscow, 119991, Russian Federation; Oklahoma Biological Survey, University of Oklahoma, 111 E Chesapeake St., Norman, OK  73019, United States; Point Blue Conservation Science, 3820 Cypress Drive, Suite 11, Petaluma, CA  94954, United States; College of Information and Computer Sciences, University of Massachusetts, Amherst, MA  01003, United States; Department of Computer Science, Mount Holyoke College, South Hadley, MA  01075, United States; Chair in Global Flyway Ecology, Conservation Ecology Group, Groningen Institute for Evolutionary Life Sciences (GELIFES), University of Groningen, PO Box 11103, Groningen, 9700 CC, Netherlands; Department of Ecological Systems Modelling, Institute of Environmental Sciences, Kazan Federal University, 5, Tovarisheskaya, Kazan, 420008, Russian Federation","Rakhimberdiev, E., Department of Ecology and Evolutionary Biology, Laboratory of Ornithology, Cornell University, Ithaca, 14853, United States, Department of Marine Ecology, NIOZ Royal Netherlands Institute for Sea Research, PO Box 59, Den Burg, 1790 AB, Netherlands, Department of Vertebrate Zoology, Biological Faculty, Lomonosov Moscow State University, Moscow, 119991, Russian Federation; Winkler, D.W., Department of Ecology and Evolutionary Biology, Laboratory of Ornithology, Cornell University, Ithaca, 14853, United States; Bridge, E., Oklahoma Biological Survey, University of Oklahoma, 111 E Chesapeake St., Norman, OK  73019, United States; Seavy, N.E., Point Blue Conservation Science, 3820 Cypress Drive, Suite 11, Petaluma, CA  94954, United States; Sheldon, D., College of Information and Computer Sciences, University of Massachusetts, Amherst, MA  01003, United States, Department of Computer Science, Mount Holyoke College, South Hadley, MA  01075, United States; Piersma, T., Department of Marine Ecology, NIOZ Royal Netherlands Institute for Sea Research, PO Box 59, Den Burg, 1790 AB, Netherlands, Chair in Global Flyway Ecology, Conservation Ecology Group, Groningen Institute for Evolutionary Life Sciences (GELIFES), University of Groningen, PO Box 11103, Groningen, 9700 CC, Netherlands; Saveliev, A., Department of Ecological Systems Modelling, Institute of Environmental Sciences, Kazan Federal University, 5, Tovarisheskaya, Kazan, 420008, Russian Federation","Rakhimberdiev, E.; Department of Ecology and Evolutionary Biology, United States; email: eldar@nioz.nl", ,66,United States,North_America,High,United States,,Y,,Canada,North_America,High,United States,,,,,,,,Arne Hegemann
"Ramasco V., Barraquand F., Biuw M., McConnell B., Nilssen K.T.",The intensity of horizontal and vertical search in a diving forager: The harbour seal,2015,10.1186/s40462-015-0042-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014785301&doi=10.1186%2fs40462-015-0042-9&partnerID=40&md5=f41c28f0d613ec84f3783a98c7e0ead3,"Institute of Marine Research, Tromsø, Norway; University of Tromsø, Tromsø, Norway; Akvaplan-niva, Tromsø, Norway; Sea Mammal Research Unit, St. Andrews, United Kingdom","Ramasco, V., Institute of Marine Research, Tromsø, Norway, University of Tromsø, Tromsø, Norway; Barraquand, F., University of Tromsø, Tromsø, Norway; Biuw, M., Akvaplan-niva, Tromsø, Norway; McConnell, B., Sea Mammal Research Unit, St. Andrews, United Kingdom; Nilssen, K.T., Institute of Marine Research, Tromsø, Norway","Ramasco, V.; Institute of Marine ResearchNorway; email: virginie.ramasco@imr.no", ,67,Norway,Europe_Central_Asia,High,Norway,,Y,,Norway,Europe_Central_Asia,High,,,,,,,,,Arne Hegemann
"Berdahl A., Leeuwen A., Levin S.A., Torney C.J.",Collective behavior as a driver of critical transitions in migratory populations,2015,10.1186/s40462-016-0083-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015275700&doi=10.1186%2fs40462-016-0083-8&partnerID=40&md5=fd7c2c487758b0a742e6602e815fae86,"Santa Fe Institute, 1399 Hyde Park Rd, Santa Fe, NM  87501, United States; Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ  08544, United States; Centre for Mathematics and the Environment, University of Exeter, Penryn Campus, Cornwall, United Kingdom","Berdahl, A., Santa Fe Institute, 1399 Hyde Park Rd, Santa Fe, NM  87501, United States, Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ  08544, United States; Leeuwen, A., Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ  08544, United States; Levin, S.A., Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ  08544, United States; Torney, C.J., Department of Ecology and Evolutionary Biology, Princeton University, Princeton, NJ  08544, United States, Centre for Mathematics and the Environment, University of Exeter, Penryn Campus, Cornwall, United Kingdom","Berdahl, A.; Santa Fe Institute, 1399 Hyde Park Rd, United States; email: berdahl@santafe.edu", ,68,United States,North_America,High,United States,,N,simulated data,,,,,,,,,,,,Arne Hegemann
"Bidder O.R., Walker J.S., Jones M.W., Holton M.D., Urge P., Scantlebury D.M., Marks N.J., Magowan E.A., Maguire I.E., Wilson R.P.",Step by step: Reconstruction of terrestrial animal movement paths by dead-reckoning,2015,10.1186/s40462-015-0055-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016145440&doi=10.1186%2fs40462-015-0055-4&partnerID=40&md5=412e30a71de869be8e66bea68a58060b,"Institut für Terrestrische und Aquatische Wildtierforschung, Stiftung Tierärztliche Hochschule, Hannover, Werfstr. 6, Büsum, 25761, Germany; Department of Computer Science, College of Science, Swansea University, Singleton Park, Swansea, Wales, SA2 8PP, United Kingdom; College of Engineering, Swansea University, Singleton Park, Swansea, Wales, SA2 8PP, United Kingdom; Faculté des Sciences de la Vie, Master d'Ecophysiologie et Ethologie, Université de Strasbourg, 28 rue Goethe, Strasbourg Cedex, 67083, France; School of Biological Sciences, Institute for Global Food Security, Queen's University Belfast, Belfast, BT9 7BL, United Kingdom; Swansea Lab for Animal Movement, Biosciences, College of Science, Swansea University, Singleton Park, Swansea, Wales, SA2 8PP, United Kingdom","Bidder, O.R., Institut für Terrestrische und Aquatische Wildtierforschung, Stiftung Tierärztliche Hochschule, Hannover, Werfstr. 6, Büsum, 25761, Germany; Walker, J.S., Department of Computer Science, College of Science, Swansea University, Singleton Park, Swansea, Wales, SA2 8PP, United Kingdom; Jones, M.W., Department of Computer Science, College of Science, Swansea University, Singleton Park, Swansea, Wales, SA2 8PP, United Kingdom; Holton, M.D., College of Engineering, Swansea University, Singleton Park, Swansea, Wales, SA2 8PP, United Kingdom; Urge, P., Faculté des Sciences de la Vie, Master d'Ecophysiologie et Ethologie, Université de Strasbourg, 28 rue Goethe, Strasbourg Cedex, 67083, France; Scantlebury, D.M., School of Biological Sciences, Institute for Global Food Security, Queen's University Belfast, Belfast, BT9 7BL, United Kingdom; Marks, N.J., School of Biological Sciences, Institute for Global Food Security, Queen's University Belfast, Belfast, BT9 7BL, United Kingdom; Magowan, E.A., School of Biological Sciences, Institute for Global Food Security, Queen's University Belfast, Belfast, BT9 7BL, United Kingdom; Maguire, I.E., School of Biological Sciences, Institute for Global Food Security, Queen's University Belfast, Belfast, BT9 7BL, United Kingdom; Wilson, R.P., Swansea Lab for Animal Movement, Biosciences, College of Science, Swansea University, Singleton Park, Swansea, Wales, SA2 8PP, United Kingdom","Bidder, O.R.; Institut für Terrestrische und Aquatische Wildtierforschung, Werfstr. 6, Germany; email: o.r.bidder@gmail.com", ,69,Germany,Europe_Central_Asia,High,Germany,,Y,,United Kingdom,Europe_Central_Asia,High,,,,,,,,,Arne Hegemann
